281085,神戸市垂水区,こうべしたるみく
281093,神戸市北区,こうべしきたく
281107,神戸市中央区,こうべしちゅうおうく
281115,神戸市西区,こうべしにしく
331007,岡山市,おかやまし
331015,岡山市北区,おかやましきたく
331023,岡山市中区,おかやましなかく
331031,岡山市東区,おかやましひがしく
331040,岡山市南区,おかやましみなみく
341002,広島市,ひろしまし
341011,広島市中区,ひろしましなかく
341029,広島市東区,ひろしましひがしく
341037,広島市南区,ひろしましみなみく
341045,広島市西区,ひろしましにしく
341053,広島市安佐南区,ひろしましあさみなみく
341061,広島市安佐北区,ひろしましあさきたく
341070,広島市安芸区,ひろしましあきく
341088,広島市佐伯区,ひろしましさえきく
401005,北九州市,きたきゅうしゅうし
401013,北九州市門司区,きたきゅうしゅうしもじく
401030,北九州市若松区,きたきゅうしゅうしわかまつく
401056,北九州市戸畑区,きたきゅうしゅうしとばたく
401064,北九州市小倉北区,きたきゅうしゅうしこくらきたく
401072,北九州市小倉南区,きたきゅうしゅうしこくらみなみく
401081,北九州市八幡東区,きたきゅうしゅうしやはたひがしく
401099,北九州市八幡西区,きたきゅうしゅうしやはたにしく
401307,福岡市,ふくおかし
401315,福岡市東区,ふくおかしひがしく
401323,福岡市博多区,ふくおかしはかたく
401331,福岡市中央区,ふくおかしちゅうおうく
401340,福岡市南区,ふくおかしみなみく
401358,福岡市西区,ふくおかしにしく
401366,福岡市城南区,ふくおかしじょうなんく
401374,福岡市早良区,ふくおかしさわらく
431001,熊本市,くまもとし
431010,熊本市中央区,くまもとしちゅうおうく
431028,熊本市東区,くまもとしひがしく
431036,熊本市西区,くまもとしにしく
431044,熊本市南区,くまもとしみなみく
431052,熊本市北区,くまもとしきたく
